Date,Average of Water heights in meter,Station,Name of river,Subdistrict,District,Province
2022-04-12,3.7,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-04-12,5.2,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2022-04-12,7.2,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2022-04-12,5.7,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2022-04-12,4.2,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-04-12,2.3,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2022-04-12,4.4,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2022-04-12,9.1,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2022-04-12,5.8,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2022-04-12,1.6,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2022-04-12,3.6,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2022-04-12,6.9,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2022-04-12,8,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2022-04-12,4.7,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2022-04-12,5.5,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2022-04-12,10.2,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2022-04-12,6.4,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2022-04-12,4.2,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2022-04-12,4.8,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2022-04-12,7.2,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-04-12,8.6,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-04-12,4.67,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2022-04-12,4.1,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2022-04-12,3,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2022-04-12,6.1,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2022-04-12,7.3,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-04-12,9.7,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2022-04-12,5.2,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2022-04-12,8,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2022-04-12,5.6,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2022-04-12,5.9,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2022-04-12,4.3,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2022-04-12,7.7,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2022-04-12,5.7,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2022-04-12,3.7,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2022-04-12,11.8,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2022-04-12,3.8,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2022-04-12,13,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2022-04-12,4.7,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2022-04-12,6.7,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2022-04-12,5.2,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2022-04-12,2.5,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2022-04-12,5.2,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-04-12,5.2,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-04-12,4.5,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2022-04-12,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2022-04-12,4.3,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2022-04-12,5.4,Setuwaree Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2022-04-12,12.2,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2022-04-12,7.5,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2022-04-12,3.5,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2022-04-13,2.8,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2022-04-13,3.5,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2022-04-13,4.3,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2022-04-13,5.7,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2022-04-13,4.4,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2022-04-13,6.6,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2022-04-13,4,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2022-04-13,2.7,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2022-04-13,5.2,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-04-13,8.8,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2022-04-13,6.1,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2022-04-13,3.3,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2022-04-13,4.5,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2022-04-13,3.1,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2022-04-13,6.5,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2022-04-13,7.6,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2022-04-13,6.6,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2022-04-13,6.5,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2022-04-13,5.9,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2022-04-13,1.9,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2022-04-13,2.5,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2022-04-13,3.7,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-04-13,5.2,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2022-04-13,7.2,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2022-04-13,5.7,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2022-04-13,4.2,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-04-13,2.3,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2022-04-13,4.4,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2022-04-13,9,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2022-04-13,5.8,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2022-04-13,1.6,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2022-04-13,3.6,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2022-04-13,6.9,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2022-04-13,7.8,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2022-04-13,4.7,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2022-04-13,5.5,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2022-04-13,10.2,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2022-04-13,6.4,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2022-04-13,4.2,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2022-04-13,4.7,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2022-04-13,7,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-04-13,8.6,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-04-13,4.666666667,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2022-04-13,4.1,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2022-04-13,3,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2022-04-13,6.1,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2022-04-13,7.3,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-04-13,9.8,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2022-04-13,5.2,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2022-04-13,7.9,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2022-04-13,5.6,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2022-04-13,5.9,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2022-04-13,4.3,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2022-04-13,8.1,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2022-04-13,5.7,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2022-04-13,3.7,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2022-04-13,11.8,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2022-04-13,3.7,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2022-04-13,13,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2022-04-13,4.6,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2022-04-13,6.7,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2022-04-13,5.2,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2022-04-13,2.5,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2022-04-13,5.1,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-04-13,5.1,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-04-13,4.4,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2022-04-13,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2022-04-13,4.2,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2022-04-13,5.6,Setuwaree Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2022-04-13,12.2,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2022-04-13,7.7,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2022-04-13,3.5,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2022-04-14,2.8,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2022-04-14,3.5,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2022-04-14,4.3,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
